TRDMNT,bm_g10,Count,bm,Ew_ret,Vw_ret
200003,5,569.0,0.47319471067443997,0.02826627969876074,0.11163015709664634
200003,6,570.0,0.5798294001056662,0.03474235384469344,0.10920508266499766
200003,7,569.0,0.7027864644675408,0.019029683505573897,0.11103963144321666
200003,8,570.0,0.8683209401929842,0.03195586248680923,0.12655565992042647
200003,9,569.0,1.1055010686351523,-0.0016255139679218996,0.05274202699355912
200003,10,570.0,1.8076543263052756,0.0014203727914051294,0.021375318720424433
200003,high_low,,,0.03790687120254188,-0.04957365737647923
200004,1,563.0,0.004392997526116898,-0.17517329029492662,-0.04494545784432695
200004,2,562.0,0.1689763647463433,-0.11704670448860348,-0.0022768863627066465
200004,3,562.0,0.27344262500743527,-0.09016961458190718,-0.011531655231989088
200004,4,562.0,0.37142098356572,-0.07089853419672953,-0.016396904178078646
200004,5,562.0,0.4692642430449745,-0.03386848129756686,0.02787047941138777
200004,6,562.0,0.5738535677565879,-0.047925934866670405,0.02533099136209056
200004,7,562.0,0.7002051854001029,-0.05235189214242369,-0.0103201259072967
200004,8,562.0,0.8659382933916695,-0.06668417349562891,0.0019976883825362454
200004,9,562.0,1.1059896109197758,-0.05790954500697833,-0.016931980351105255
200004,10,562.0,1.8299571187176786,-0.08308200820294949,-0.05026772310883259
200004,high_low,,,0.09209128209197713,-0.005322265264505639
200005,1,559.0,0.0004114246829530699,-0.11030384260803451,-0.022826033108266103
200005,2,559.0,0.165790470182129,-0.08295608989016608,-0.015289779984112566
200005,3,558.0,0.26965173426470956,-0.0619830107938406,0.020568482374576074
200005,4,559.0,0.36934543270753994,-0.05268281395824512,0.008804427429280276
200005,5,558.0,0.46785184846146216,-0.040059921161122586,0.019847999617389953
200005,6,559.0,0.5728452821913907,-0.039430589390626804,0.017181091568711903
200005,7,558.0,0.7017547399447116,-0.029730976731844945,0.03177591377458773
200005,8,559.0,0.8680244671380777,-0.026472065528880314,0.046580004497263454
200005,9,558.0,1.1094979002787637,-0.04139420975911621,-0.008619168768470917
200005,10,559.0,1.8411951813748346,-0.07649326153485472,-0.0881626329965804
200005,high_low,,,0.03381058107317979,-0.0653365998883143
200006,1,556.0,-0.008036890410048592,0.14624661284741428,0.08048413210557587
200006,2,556.0,0.16497489440460458,0.10936565545124245,0.007018706620981495
200006,3,556.0,0.2679978998223238,0.09194070950560161,-0.04208856388886807
200006,4,556.0,0.367207228412132,0.0593497196902555,-0.030385173048214784
200006,5,556.0,0.4653998351166699,0.049426220261423265,-0.04026683362580421
200006,6,555.0,0.5708626072622487,0.045931325589977354,-0.032602999052591466
200006,7,556.0,0.7002370905792975,0.05731049212238777,-0.04012686496661771
200006,8,556.0,0.8675668277332638,0.05792034955838322,-0.027552753648899198
200006,9,556.0,1.110100798724493,0.05097641256305604,-0.011237297275603783
200006,10,556.0,1.8375551073380942,0.050089793357192575,-0.018012390429177214
200006,high_low,,,-0.0961568194902217,-0.09849652253475308
200007,1,552.0,-0.027267066565672377,-0.06886331080523936,-0.04885148991021372
200007,2,551.0,0.1418092351900088,-0.06471418285017194,-0.027607276759506263
200007,3,551.0,0.2500425180968107,-0.03501147934775515,-0.003906820767189683
200007,4,551.0,0.3684113058213006,-0.030780947265968455,0.014832432881338977
200007,5,552.0,0.4807286594535079,0.0011718058983724356,0.03735849368103903
200007,6,551.0,0.6061293978673321,0.004231428450800996,0.04316776438400347
200007,7,551.0,0.7514154422437199,0.013996171573822516,0.05274668221276779
200007,8,551.0,0.9324539525037592,0.012544948385995085,0.047033793549604644
200007,9,551.0,1.2124480735013072,0.013670871589183769,0.06654281719405668
200007,10,552.0,1.9981991443242653,0.002537412535894746,0.033786176532649974
200007,high_low,,,0.0714007233411341,0.08263766644286369
200008,1,565.0,-0.018801141162193228,0.0895677998286016,0.061889054401416684
200008,2,565.0,0.1351912911182701,0.09768504381673401,0.07013847098936417
200008,3,565.0,0.24082670133847858,0.08419981571584849,0.08536619677142483
200008,4,565.0,0.36008794902172914,0.075296835285708,0.06767066447996131
200008,5,565.0,0.4734586085296834,0.054786702290535755,0.0760314745085873
200008,6,565.0,0.6007288294979534,0.0506392202072656,0.08255012149209015
200008,7,565.0,0.7467875448536778,0.05876538723828662,0.05996861768805674
200008,8,565.0,0.9311227313158075,0.04002487203128218,0.06114268087874027
200008,9,565.0,1.2215095737273782,0.058885983894763884,0.05042602370377229
200008,10,565.0,2.026592154298583,0.0430972312620854,0.01832577648989119
200008,high_low,,,-0.04647056856651619,-0.04356327791152549
200009,1,590.0,-0.013712936570467628,-0.09394170775559234,-0.09668346076243124
200009,2,590.0,0.1233877560798478,-0.09014775692782795,-0.03420578990037572
200009,3,590.0,0.22270059496263708,-0.07226038247229814,-0.034157013123929866
200009,4,590.0,0.3395482547105382,-0.03133811042601742,-0.02315281395754308
200009,5,590.0,0.45803249181267125,-0.03569334949457379,-0.019668317450262474
200009,6,590.0,0.5876077409950339,-0.0004448585288620156,0.02338669031588506
200009,7,590.0,0.7339431747234965,-0.009030566869523658,0.03267105099273959
200009,8,590.0,0.92090976567864,-0.010875786021005853,0.0037262997988401435
200009,9,590.0,1.2113280438179392,-0.005716581731627704,0.004675381948634707
200009,10,590.0,2.0133515392816252,-0.029119835826358523,-0.04839579621786062
200009,high_low,,,0.06482187192923382,0.04828766454457062
200010,1,585.0,-0.0144457178873044,-0.14409885821719748,-0.08579938688399137
200010,2,584.0,0.1192836736933899,-0.09589766094197141,0.00033535170824630417
200010,3,584.0,0.21638766638507181,-0.04657634621276749,0.016081999268085376
200010,4,585.0,0.3323289858161605,-0.06001527105253812,0.005228454650877864
200010,5,584.0,0.45229847766907766,-0.03156009705344969,0.01766322305223504
200010,6,584.0,0.5818117036810705,-0.02504386894553381,0.008531305423366999
200010,7,585.0,0.7297352627000703,-0.03442777090569368,0.017087118290795816
200010,8,584.0,0.9204174657318426,-0.05527842374264193,-0.022174147170009168
200010,9,584.0,1.2135610410294808,-0.04138320314647231,0.0016408289151626076
200010,10,585.0,2.0123707275858154,-0.06930281294252082,-0.009507418364080193
200010,high_low,,,0.07479604527467666,0.07629196851991119
200011,1,578.0,-0.014195212560469862,-0.2704174671278985,-0.23205605468475665
200011,2,577.0,0.11880932559293929,-0.22980977285951615,-0.11918957715224666
200011,3,577.0,0.2146269609566572,-0.1630905956211992,-0.07727738300046037
200011,4,577.0,0.32885426043946014,-0.11964692672718713,-0.07884677964875275
200011,5,577.0,0.4491543340210584,-0.07785618298686987,-0.04148982939750017
200011,6,577.0,0.5794974093153278,-0.05017974435941574,-0.03414812783630214
200011,7,577.0,0.7268927269317281,-0.05821306946363983,-0.014319429808081655
200011,8,577.0,0.9182797761167224,-0.06238519548499799,-0.019951236954685148
200011,9,577.0,1.2085179927597176,-0.05883181518979493,-0.02049697438441276
200011,10,578.0,1.9881996560804043,-0.09217095982571953,-0.04862397398566952
200011,high_low,,,0.17824650730217895,0.18343208069908712
200012,1,572.0,-0.014207702343874525,-0.08497976077449103,-0.05582749970379397
200012,2,571.0,0.11726409128454114,-0.06531308180689875,0.005745711704791181
200012,3,571.0,0.21143724596764107,-0.03887162033349298,0.031112971325848254
200012,4,572.0,0.3257566865300104,0.002569178809492523,0.07523070950216745
200012,5,571.0,0.44631367768151514,0.028379305972707138,0.08195830786222082
200012,6,571.0,0.5766876903255422,0.03086374398164072,0.09804721862715358
200012,7,572.0,0.7247064327686543,0.012292643116867357,0.09196309580320897
200012,8,571.0,0.9160003456526595,0.01882320010776145,0.11482242087698816
200012,9,571.0,1.20465559776654,0.002080335664625993,0.055362866345560986
200012,10,572.0,1.9808669154851333,-0.031567619427570824,0.032539884648106254
200012,high_low,,,0.053412141346920204,0.08836738435190022
200101,1,564.0,-0.011861945929235406,0.4193897257249003,0.19295092200533778
200101,2,564.0,0.11595109969022485,0.38800194166261315,0.13637906545063003
200101,3,564.0,0.20872259916298314,0.29334990518327386,0.09505271158776019
200101,4,564.0,0.3253551231498316,0.23889331447587203,0.10012135826533403
200101,5,564.0,0.44728408271199543,0.1937547839185807,0.06774584352330637
200101,6,564.0,0.5779705745304903,0.15830310826826716,0.027524986832505507
200101,7,564.0,0.7310308029552877,0.1825268899803045,0.03177908925057038
200101,8,564.0,0.9244602678573761,0.1673473402478171,0.06769596590964612
200101,9,564.0,1.2303603433156332,0.16961277712958647,0.10124163757581589
200101,10,564.0,2.020797061068751,0.24918550017102786,0.2609809560850168
200101,high_low,,,-0.17020422555387243,0.06803003407967903
200102,1,557.0,-0.006032892244910496,-0.21051565266033895,-0.2471887604708208
200102,2,557.0,0.11555603458404567,-0.18561525700277437,-0.1274925587875994
200102,3,556.0,0.20842493584887312,-0.12614525313369565,-0.09038157979775242
200102,4,557.0,0.32580600550956845,-0.08556852162877761,-0.04966173257526689
200102,5,556.0,0.4488121504493284,-0.042756325014975755,-0.01593931605533607
200102,6,557.0,0.5788384630047684,-0.01796990950960728,-0.010611622617091799
200102,7,556.0,0.7315977515328221,-0.017014545220208725,0.02248674427467698
200102,8,557.0,0.9256999326456518,-0.009974953775942808,0.003896703104991055
200102,9,556.0,1.232571111755967,-0.0008924822127887389,0.006327577287997336
200102,10,557.0,2.0336673601888964,-0.008118550289899306,0.02770705104860392
200102,high_low,,,0.20239710237043965,0.2748958115194247
200103,1,553.0,-0.00983617965712346,-0.18105034740487577,-0.20642670207201044
200103,2,553.0,0.1144678706575779,-0.14530222828493444,-0.08964565001876618
200103,3,553.0,0.20641848621440373,-0.10443792219294863,-0.06786435995215614
200103,4,553.0,0.3237793092188191,-0.04850022194245443,-0.04122182240092636
200103,5,553.0,0.4477416549359385,-0.03851625957290762,-0.035007577847973696
200103,6,553.0,0.5798088948664949,-0.033263362702792953,-0.024611280601631372
200103,7,553.0,0.7330849356842276,-0.02802630155762108,-0.030149078779707517
200103,8,553.0,0.9278101090001396,-0.018461187596337095,-0.02288806754394262
200103,9,553.0,1.238113280217822,-0.02741416963832295,-0.015107356137765227
200103,10,553.0,2.042085061011592,-0.02993341019710151,0.009797112353556238
200103,high_low,,,0.15111693720777425,0.21622381442556668
200104,1,547.0,-0.009567997251831939,0.13508442672404866,0.17990935508785103
200104,2,547.0,0.11403933703455096,0.11632114471196478,0.09613106469176458
200104,3,546.0,0.20565644904644462,0.1255454368578623,0.07694920126537771
200104,4,547.0,0.321839633191948,0.08792946702614068,0.07535809698210977
200104,5,547.0,0.44657412120252155,0.06665973168604025,0.055561297786704475
200104,6,546.0,0.5797890917665088,0.05672934743231477,0.062217369380403585
200104,7,547.0,0.7324415514250409,0.04857587931842582,0.06035568530877706
200104,8,546.0,0.9301893878462176,0.03146620718176453,0.03980915838007159
200104,9,547.0,1.2473100429540558,0.031394007535443344,0.07063117070245302
200104,10,547.0,2.066826067371424,0.03001787560118213,0.047458076710147235
200104,high_low,,,-0.10506655112286653,-0.1324512783777038
200105,1,539.0,4.090060502204205e-05,0.048287767414034836,-0.010849327427203516
200105,2,539.0,0.11549590476138637,0.04067501232739517,-0.006859992212175268
200105,3,538.0,0.20695782313337438,0.08096455816534101,0.011742372593461343
200105,4,539.0,0.32390654140111974,0.05388890030320214,0.02138954126977731
200105,5,538.0,0.44690035245942117,0.06640250636328993,0.01817586685800088
200105,6,539.0,0.5803043330458789,0.06183388357761271,0.05458552773997158
200105,7,538.0,0.7302856369297817,0.07054310432499036,0.03484703288500052
200105,8,539.0,0.9276146250953465,0.07848867491428191,0.052406114096002536
200105,9,538.0,1.2449423276115184,0.06903419056865692,0.05575178621589966
200105,10,539.0,2.0437769547273286,0.09690229937884783,0.10521374471774399
200105,high_low,,,0.04861453196481299,0.1160630721449475
200106,1,533.0,0.001709382289938071,-0.006390574493496117,-0.01707409097749706
200106,2,533.0,0.11590820834324152,0.011106271012516229,-0.027808379079631785
200106,3,532.0,0.2073009432323614,0.013443487302947334,-0.0305800728178681
200106,4,533.0,0.3241837709192846,0.014086140608782818,-0.024265160393269584
200106,5,533.0,0.4483379129442179,0.015577242645484459,-0.013297054327068066
200106,6,532.0,0.5814519759468085,0.019650478740597364,-0.005470860391341362
200106,7,533.0,0.7300239970638827,0.02999870532731665,0.006543291457359906
200106,8,532.0,0.9262774208143966,0.02643043927431172,-0.00042954668039694126
200106,9,533.0,1.2457514114827573,0.02439114161232354,0.01678651126216326
200106,10,533.0,2.0335718708987938,0.005689432115510562,0.0010130262481953649
200106,high_low,,,0.01208000660900668,0.018087117225692423
200107,1,530.0,-0.0418399522331618,-0.06742016686636873,-0.05464716479404123
200107,2,530.0,0.1701308933304832,-0.053689718223521296,-0.019415070706117768
200107,3,530.0,0.2871504254342688,-0.05051852653656825,-0.022055465893641785
200107,4,530.0,0.4068971037755948,-0.0405429069974286,-0.023780199629334472
200107,5,530.0,0.534439516234684,-0.015756834384933287,-0.016072381495813373
200107,6,530.0,0.6788197426438872,-0.0036648632838320572,-0.013879241844182502
200107,7,530.0,0.8679437778996736,-0.0015476993518444653,0.008312110777984447
200107,8,530.0,1.1195863538854158,0.005118949388628878,-0.02853117597482213
200107,9,530.0,1.499117365673098,-0.002755205597840266,0.0013919797498939258
200107,10,530.0,3.1014052381296797,0.005925400235965995,-0.04408976804604153
200107,high_low,,,0.07334556710233472,0.010557396747999694
200108,1,540.0,-0.026960017236338913,-0.08091561063663417,-0.11122564082797873
200108,2,539.0,0.16886180302525816,-0.062182970534017556,-0.07081908735252891
200108,3,540.0,0.2814166021858174,-0.0728335058389149,-0.047910522833849965
200108,4,539.0,0.4000093068983354,-0.04093565720311982,-0.045633180498832825
200108,5,540.0,0.5264709575481068,-0.036798886652839466,-0.028924203043640323
200108,6,539.0,0.6689604994788265,-0.026724784546275564,-0.028130358503712025
200108,7,539.0,0.8598136528483555,-0.008938579123653709,-0.02697676950661579
200108,8,540.0,1.1113216939177994,-0.016348097955082883,-0.05955037299709771
200108,9,539.0,1.495556915234687,-0.009112130432421706,-0.06203470233947314
200108,10,540.0,3.1159203603429813,-0.022717884274707462,-0.021313937874019556
200108,high_low,,,0.058197726361926716,0.08991170295395917
200109,1,555.0,-0.024415447503622893,-0.1951034479344126,-0.1661540462760524
200109,2,554.0,0.16719032365686654,-0.159702084395056,-0.13608704968660418
200109,3,554.0,0.27833541914035365,-0.1588215516972383,-0.11132752875889004
200109,4,555.0,0.39630572531261715,-0.1436016692466371,-0.11598025110652486
200109,5,554.0,0.5208662205491582,-0.10883409506527338,-0.09144796818533804
200109,6,554.0,0.6622690153075023,-0.10384174682450681,-0.1099856349988493
200109,7,555.0,0.8528829178927485,-0.09913584914086633,-0.12804391793637077
200109,8,554.0,1.107651527611085,-0.11523293626740878,-0.1387825937022059
200109,9,554.0,1.4926072342268277,-0.11007572502589585,-0.14588309232210805
200109,10,555.0,3.1018496235346404,-0.13244519078593597,-0.1784538696518769
200109,high_low,,,0.06265825714847661,-0.012299823375824498
200110,1,551.0,-0.02510604063737669,0.1752759712159097,0.16563682606300673
200110,2,551.0,0.17757112542133716,0.11966851409442335,0.046684473851373955
200110,3,551.0,0.29219296096978054,0.11486059284109719,0.05275877747305784
200110,4,550.0,0.4093505855941739,0.08243856662535509,0.04090803096253791
200110,5,551.0,0.5326616297420217,0.0700443199266432,0.02130537875300396
200110,6,551.0,0.6747244842577468,0.058369575972115256,0.042287592240319936
200110,7,550.0,0.8663649778226233,0.057470581117067474,0.03859760603810855
200110,8,551.0,1.1157270437143345,0.06591865460143465,0.057504297922368844
200110,9,551.0,1.5016033269189892,0.056198012615204004,0.01875106070105661
200110,10,551.0,3.136161675696888,0.05686354942509027,0.07165336076368305
200110,high_low,,,-0.11841242179081944,-0.09398346529932368
200111,1,547.0,-0.02751049415988876,0.10764421461117887,0.14774663237877256
200111,2,547.0,0.1784723330019621,0.10135387758784263,0.0859625759009467
200111,3,547.0,0.29389023486789717,0.10193925133506257,0.08256903277842184
200111,4,546.0,0.41046375305331606,0.08118098649643522,0.08497059528744753
200111,5,547.0,0.5330017467383791,0.06885942532901015,0.07783633757359554
200111,6,547.0,0.6744546015677438,0.09937112960527261,0.07865770185167398
200111,7,546.0,0.8686521195325563,0.06948790785632654,0.1143717288696056
200111,8,547.0,1.1184032638375319,0.07044563653526267,0.13151722178905348
200111,9,547.0,1.501696622909048,0.03784707868542106,0.05509281828257665
200111,10,547.0,3.1098125437323763,0.05667817861151984,0.08670121874795608
200111,high_low,,,-0.050966035999659036,-0.061045413630816475
200112,1,541.0,-0.02709971341056593,0.06496350320787275,0.00509344434411314
200112,2,541.0,0.1784779344894698,0.0695774062570469,0.04280731966954566
200112,3,540.0,0.2933489190379956,0.08088523571847757,0.025007697792442864
200112,4,541.0,0.4091390941152231,0.0686322153860517,0.03313890675899972
200112,5,540.0,0.5307667517845985,0.06469479053517092,0.05274253011587656
200112,6,541.0,0.6704989863397879,0.05842103881472958,0.05636966704271854
200112,7,540.0,0.8624230163740066,0.05924817052813269,0.04985725132522027
200112,8,541.0,1.1110377068245898,0.0522708578774471,0.036732862050143776
200112,9,540.0,1.4895107627853048,0.05800275833856202,0.03959202269392926
200112,10,541.0,3.061112204393647,0.06809896431872901,0.11643410401844435
200112,high_low,,,0.0031354611108562608,0.11134065967433121
200201,1,536.0,-0.02649755158171561,-0.019558707640356682,-0.021060805776299738
200201,2,535.0,0.18310223283006866,-0.04428867662151724,-0.017461098227132054
200201,3,535.0,0.29715473670514564,-0.024155943484044717,-0.01544324086433243
200201,4,535.0,0.41048071083331283,-0.0016899268408282098,-0.03722365250994396
200201,5,535.0,0.5338272800105026,0.012926719402323815,-0.005649630437635374
200201,6,535.0,0.6743269712935861,0.04699526022471244,0.006833368126379287
200201,7,535.0,0.8649352577771643,0.03889928132686852,0.010734205774825667
200201,8,535.0,1.1096357925501095,0.04387090426897638,0.017704898897736295
200201,9,535.0,1.4797313803194008,0.060702535952467954,-0.05676018146492015
200201,10,535.0,3.080103025130327,0.08446391113115756,0.043485411358552495
200201,high_low,,,0.10402261877151424,0.06454621713485223
200202,1,531.0,-0.025873791695330137,-0.0868504254985592,-0.08546711361682671
200202,2,531.0,0.18405665481026634,-0.08052146065713442,-0.046180804516870004
200202,3,530.0,0.29797640535332176,-0.05442953044864221,-0.012866527088905235
200202,4,531.0,0.4115473934894608,-0.038347467665644265,-0.020624805222499123
200202,5,530.0,0.5349669857243021,-0.02667079080147111,-0.003110307363285514
200202,6,531.0,0.6757580343069346,-0.03042686114240683,-0.013192290576918475
200202,7,530.0,0.8638068273346994,-0.015343988207143106,0.006653158490369254
200202,8,531.0,1.109638444612688,-0.023363812053143838,-0.025405627224560183
200202,9,530.0,1.4799194941097285,-0.016564328902811676,-0.07063683772092924
200202,10,531.0,3.05678907310949,-0.028224041031302497,-0.02082138811908941
200202,high_low,,,0.05862638446725671,0.0646457254977373
200203,1,527.0,-0.026030254510327384,0.066137524920617,0.053363514584862395
200203,2,526.0,0.18289267949825397,0.08148842255576452,0.07827992205567637
200203,3,527.0,0.2962007385905027,0.08777035675543764,0.06515410588267448
200203,4,526.0,0.4098857755925088,0.08032735919534156,0.08231591696749009
200203,5,527.0,0.5322113370315958,0.08469598563673,0.055497523056874526
200203,6,526.0,0.6726531741624858,0.07412417801218936,0.05195541401005196
200203,7,526.0,0.8600446566933764,0.08495440035904417,0.07287447696192836
200203,8,527.0,1.1050354099404383,0.07745034304713938,0.07206828754184447
200203,9,526.0,1.4750947889833683,0.07137656904416181,0.06025546620060497
200203,10,527.0,3.0293958884598093,0.1131047376808913,0.11499277100266289
200203,high_low,,,0.046967212760274296,0.061629256417800496
200204,1,522.0,-0.025411498737099143,-0.07105441549795691,-0.09317513152230844
200204,2,521.0,0.18891335639766926,-0.06948540565906736,-0.05751181229408822
200204,3,521.0,0.3069194325901303,-0.03475471669479318,-0.05730556936647816
200204,4,521.0,0.41947195673888926,-0.014366444636221994,-0.02310049788923376
200204,5,521.0,0.5412333855607872,0.0006858176180318809,-0.017052166633052382
200204,6,521.0,0.6821779678982551,0.019889722519950945,-0.010829533041613647
200204,7,521.0,0.869907494697525,0.03180829573483786,-0.000997273841069319
200204,8,521.0,1.1102691872215125,0.029077850813761838,-0.023337478140307576
200204,9,521.0,1.4821714981279899,0.028429089760509767,-0.035412228982909674
200204,10,522.0,3.0311607281079285,0.0481976352967114,0.033125527481602426
200204,high_low,,,0.1192520507946683,0.12630065900391085
200205,1,516.0,-0.020693764781879845,-0.05135439715502602,-0.04130481433875974
200205,2,516.0,0.1911512977441362,-0.0659416447496926,-0.029826794377123808
200205,3,516.0,0.3093585567926413,-0.03864182916227397,-0.00353022022128026
200205,4,515.0,0.4205566945944082,-0.04173310517457591,-0.007014779988342585
200205,5,516.0,0.542539395747204,-0.024498894783584458,-0.01791338954772336
200205,6,516.0,0.6835696631881873,-0.011249723484363873,-0.003591718529537525
200205,7,515.0,0.8721747776793259,-0.009261042205509454,-0.041598015109815444
200205,8,516.0,1.1101548603777265,-0.007172350947591863,-0.03880460133489342
200205,9,516.0,1.4796960098716787,0.009090530030454637,-0.027793220386134184
200205,10,516.0,3.0117372943596297,-0.0026972528476822606,-0.04728688045973121
200205,high_low,,,0.04865714430734376,-0.00598206612097147
200206,1,512.0,-0.019579963915782494,-0.12403668741244668,-0.1072990976336582
200206,2,512.0,0.19007275641884133,-0.10965995121400147,-0.0999659812051373
200206,3,511.0,0.30808940305124793,-0.09186518901732177,-0.09001669006317721
200206,4,512.0,0.41893440409220684,-0.08848336614016715,-0.07460633323143938
200206,5,512.0,0.5411483876159772,-0.06841060236137288,-0.09040806592153813
200206,6,511.0,0.6822368246119889,-0.038206791690864786,-0.06560733976835656
200206,7,512.0,0.8695236112209243,-0.03747187745294936,-0.05153049111578505
200206,8,511.0,1.105401274363024,-0.046952721864361065,-0.10019539620179924
200206,9,512.0,1.4705300685371059,-0.043047021187714175,-0.0659744648787957
200206,10,512.0,3.002904981660704,-0.06186269714352233,-0.08035734637935799
200206,high_low,,,0.06217399026892435,0.02694175125430022
200207,1,511.0,-0.18137935050626786,-0.12248740283960566,-0.05609983640580788
200207,2,511.0,0.19073456321179832,-0.12521868869009123,-0.059723385590511824
200207,3,511.0,0.30119278121017284,-0.13059567738320085,-0.10652913868655679
200207,4,511.0,0.41117979705124375,-0.13966151706759813,-0.1099041921015534
200207,5,511.0,0.5185042882792054,-0.12806291508183304,-0.09797844639833184
200207,6,510.0,0.6370231030030182,-0.1153284620964283,-0.13702069789890822
200207,7,511.0,0.780847490394625,-0.10002374887449207,-0.10153709417258314
200207,8,511.0,0.9890163265714802,-0.1114468830746322,-0.14696581423068802
200207,9,511.0,1.3038824809025624,-0.09700661051570687,-0.16229263631646754
200207,10,511.0,2.460266753473391,-0.10897325626870463,-0.16590657433081438
200207,high_low,,,0.013514146570901026,-0.1098067379250065
200208,1,512.0,-0.15415839161196973,-0.010810903339900098,0.014736749405797448
200208,2,512.0,0.19278367696296075,-0.005913566236411279,-0.005340420344121675
200208,3,512.0,0.3013930143995508,0.0030991074991418956,-0.022638583103038224
200208,4,512.0,0.40857073433488517,0.00613675065123323,0.030320919741537847
200208,5,512.0,0.5140347213512416,0.012082682968389739,0.007669654522705519
200208,6,512.0,0.6310172285793135,0.009464817954118925,0.028292576486399636
200208,7,512.0,0.7710304835884386,0.0052856784945178115,0.0293098846026871
200208,8,512.0,0.9746674856580235,0.0017155287984977996,0.014892256165617927
200208,9,512.0,1.2875892012464072,0.0031840710763233484,0.014953127472377868
200208,10,512.0,2.3994207051193075,-0.008306295081680685,-0.0013505616226488395
200208,high_low,,,0.002504608258219413,-0.016087311028446287
200209,1,514.0,-0.09867534678497192,-0.09238729129661552,-0.09445183068267857
200209,2,513.0,0.19404657247269677,-0.11041538589358162,-0.11975478864759748
200209,3,513.0,0.3026727112406496,-0.10546999299733184,-0.11822566009751309
200209,4,513.0,0.40871532152783757,-0.09219539212067492,-0.11580920441732206
200209,5,513.0,0.5145335675135367,-0.09338084294918436,-0.1095927102969894
200209,6,513.0,0.6297914692827873,-0.07999125064729294,-0.12349952969073918
200209,7,513.0,0.768274840770781,-0.0693849107684711,-0.10821823221847342
200209,8,513.0,0.9684969694136835,-0.07065943605541847,-0.11305765257283361
200209,9,513.0,1.2793215765970583,-0.07248461972546064,-0.12151058410083687
200209,10,513.0,2.3964029973473826,-0.08682101342189598,-0.1547183037697647
200209,high_low,,,0.005566277874719541,-0.06026647308708613
200210,1,510.0,-0.0968646665028361,0.06479278894582709,0.11924264708823182
200210,2,510.0,0.1927142870568667,0.08045448344490569,0.09060415982867807
200210,3,509.0,0.3002962763287704,0.05921495878507366,0.08852632251826872
200210,4,510.0,0.40521322946054145,0.05568794963704172,0.06643432354344023
200210,5,510.0,0.5097298228734909,0.05431734494568164,0.05729881222238316
200210,6,509.0,0.621751001104921,0.035430519221854084,0.036945406891738794
200210,7,510.0,0.7590582831370936,0.027946536323716877,0.058690400561359365
200210,8,509.0,0.9531764814260631,0.02202521489901817,0.03619497673036663
200210,9,510.0,1.2590640186969126,0.023476217643843778,0.026408333468169957
200210,10,510.0,2.383637626310145,0.026118511618368964,0.03282487163092862
200210,high_low,,,-0.03867427732745812,-0.0864177754573032
200211,1,505.0,-0.07327665638443338,0.1664702012585841,0.09004747431527581
200211,2,504.0,0.19352878994787437,0.17006720758941002,0.09744955788154029
200211,3,504.0,0.2999260525540427,0.1511185183540149,0.11403541207859572
200211,4,504.0,0.4045485854169732,0.13490027869509533,0.09612603931223716
200211,5,504.0,0.5078777359046652,0.1155210466673316,0.1067946537354517
200211,6,504.0,0.6194752682723824,0.1303846423033682,0.1555884230792817
200211,7,504.0,0.7563291976652009,0.10641929858203535,0.10753700172012452
200211,8,504.0,0.94940362791428,0.10920149936642058,0.09443537873202545
200211,9,504.0,1.2495981529473712,0.11015490459293863,0.1211755441772729
200211,10,504.0,2.3483653035602856,0.11319321867578991,0.23582871386964543
