TRDMNT,mom6m_g10,Count,mom6m,Ew_ret,Vw_ret
200007,3,88.0,-0.6365730442129873,0.12247160052863724,1.1100422012005224
200007,4,88.0,-0.48231268686105133,0.1386400946224338,0.6506314932543583
200007,5,88.0,-0.33666087055832394,0.06788865338244633,3.7243025488663744
200007,6,88.0,-0.17495800160047587,0.0552769670881108,0.37518194816862804
200007,7,88.0,0.08289882153673477,-0.05331764697816568,3.6475817775997936
200007,8,88.0,0.3781747250394549,-0.17260377308984085,-0.7613259352945073
200007,9,88.0,0.9237769692199979,-0.08870378140191677,-0.2709609853849937
200007,10,88.0,2.2573092933190884,-0.4068667958545087,-0.5478170475713121
200007,high_low,,,-0.6651606450842893,-1.696169505601015
200008,1,89.0,-1.2567751717948958,0.15252288329434574,8.632458376769607
200008,2,89.0,-0.8348537402812585,0.007929370986083081,1.8616270368721055
200008,3,88.0,-0.6257740465282308,-0.1358694752809286,-61.05085838953142
200008,4,89.0,-0.4726191896165878,0.12940638780638386,0.9332103863991875
200008,5,88.0,-0.3139110895497392,0.008002946247822816,3.7613908201076023
200008,6,89.0,-0.1299646211751964,-0.0852309672865208,-4.693123899046229
200008,7,88.0,0.07877754225366969,0.04867978194586243,1.0202041061806748
200008,8,89.0,0.388811746407048,-0.12377125133829199,-1.0023567372264166
200008,9,88.0,0.942810727471021,-0.2118654887795712,-0.8527924612145474
200008,10,89.0,2.2244181027427845,0.19331971420438746,-0.28032714881048476
200008,high_low,,,0.040796830910041715,-8.912785525580093
200009,1,89.0,-1.4128768937349152,-0.056233424615297053,-3.2492596490638097
200009,2,89.0,-0.8819328855691786,-0.23350375748412805,-1.0012020046749832
200009,3,88.0,-0.6106762915725894,0.023349699298579732,-64.05722602051884
200009,4,89.0,-0.4200397845361666,-0.04307611598597098,1.9933572827411739
200009,5,89.0,-0.23813076436315808,0.13902622873160778,2.8268519570745174
200009,6,88.0,-0.07716102058214291,-0.06139869129528622,-7.46677285548738
200009,7,89.0,0.13057181868528173,0.010564727326671073,1.2861033655631837
200009,8,88.0,0.45445441092353406,0.05513441071503408,1.706026578902997
200009,9,89.0,0.9162454954646602,-0.17565063103769718,7.556396334488189
200009,10,89.0,2.144831907432222,0.37391621069781583,0.045530139897717606
200009,high_low,,,0.4301496353131129,3.2947897889615274
200010,1,90.0,-1.4675501577451773,-0.16320722688689976,-5.6846971744740555
200010,2,89.0,-0.9261726532411814,-0.10810983175080097,-0.8485329411081906
200010,3,89.0,-0.6472683277885496,-0.0013617344082719495,-3.6644889650452908
200010,4,90.0,-0.42066363093576176,0.06264422631311814,4.509403100722772
200010,5,89.0,-0.2156254985193747,0.030294695614875865,20.423397485907017
200010,6,89.0,-0.04329946528793252,0.05235085170088333,0.5979984738706108
200010,7,90.0,0.18231749811441555,0.17443762981794236,6.35534460004551
200010,8,89.0,0.510047895555502,0.2100313006421251,0.4116737840866145
200010,9,89.0,0.9090212619336048,-0.12406100536144103,-7.828304852568467
200010,10,90.0,2.114600891388367,-0.3540543020250278,-0.8293657034739971
200010,high_low,,,-0.19084707513812804,4.855331471000058
200011,1,90.0,-1.4627509746362508,-0.07180691957603914,18.86665472143215
200011,2,90.0,-0.9242504791082271,0.1560830216669174,-0.117406432765451
200011,3,90.0,-0.658310293115637,0.13680384927090058,9.043462236440003
200011,4,90.0,-0.46304058431359324,0.1684663955546501,9.92361815922661
200011,5,90.0,-0.2675159581044296,0.1971956402332335,-2.930614783126545
200011,6,90.0,-0.044513214346976956,-0.06598669267195406,3.2970532258257834
200011,7,90.0,0.20285816538339302,0.0342057431434277,-4.58673575856732
200011,8,90.0,0.5555978778092572,-0.06194314679638258,0.38114797564819203
200011,9,90.0,1.0179315063642052,-0.2258873287759197,-0.3912148200293685
200011,10,90.0,2.043993954068259,-0.08253150086606013,-0.2168023603889788
200011,high_low,,,-0.01072458129002099,-19.083457081821127
200012,1,91.0,-1.3681858914200107,-0.26015504752172774,-2.2207212742606814
200012,2,91.0,-0.8771508802729401,0.12246630982657646,21.35720415172406
200012,3,91.0,-0.6539258742875358,0.08649455767993429,0.017672496883735515
200012,4,91.0,-0.47536243444438653,0.028206987657223286,7.763816197818437
200012,5,91.0,-0.3035559990017572,0.13243019150009,2.9350440010328827
200012,6,90.0,-0.09968383936221498,0.011423468268535469,-4.222812700060517
200012,7,91.0,0.13374004478019885,0.08755953746376405,3.856215520879056
200012,8,91.0,0.4791847789134274,-0.013946904945516049,-0.05452078040804147
200012,9,91.0,1.0268614240659002,-0.1691856132441446,0.06987605004714321
200012,10,91.0,2.1369832442231407,-0.33917234782103334,-0.671262840111688
200012,high_low,,,-0.07901730029930559,1.5494584341489934
200101,1,93.0,-1.4028206660902673,-0.07023937731524114,0.7255782994297931
200101,2,93.0,-0.9223136031120416,0.15311119923938282,-0.04064723528338968
200101,3,93.0,-0.6657497766835571,0.16317705800791024,1.2398491887405887
200101,4,92.0,-0.45976987718047274,0.1377905297113895,1.7684257801185055
200101,5,93.0,-0.2716298692227364,0.10845097192290522,44.06258303547959
200101,6,93.0,-0.04748085557296458,-0.05840818301948152,-1.6019899570349594
200101,7,92.0,0.1651810875906732,0.04225076774836247,-0.8960349076657036
200101,8,93.0,0.5020234633704898,-0.021990768782669944,-0.7670510120055526
200101,9,93.0,0.9872801693724951,0.026706149294614977,-0.516968916418132
200101,10,93.0,2.112112306134943,-0.30461241211372997,-3.6821174839370463
200101,high_low,,,-0.2343730347984888,-4.407695783366839
200102,1,95.0,-1.3175767879008096,-0.01497262343731053,-0.2376702616833243
200102,2,95.0,-0.9060555793304937,-0.005760403951985122,0.4364979004355733
200102,3,95.0,-0.6778457747047221,-0.05580523091905385,0.06798553130990527
200102,4,95.0,-0.4824657441227418,0.26988086382055543,4.022672812388287
200102,5,95.0,-0.291898409174789,0.12119164272675252,-0.1200467192953905
200102,6,95.0,-0.08707226401534217,0.12406118006286931,-1.5606777708798263
200102,7,95.0,0.17111209317692194,-0.1316439149925714,-0.28960988758727113
200102,8,95.0,0.4736138634991949,0.022139945610876843,-2.63731717350346
200102,9,95.0,0.9895247981844016,-0.1091001524781552,-0.6826473716931527
200102,10,95.0,2.1286638043883794,-0.2635508443526776,-3.8708608706659824
200102,high_low,,,-0.24857822091536708,-3.633190608982658
200103,1,96.0,-1.4104214586841908,-0.1912596441126225,-0.4262194304353771
200103,2,96.0,-0.9435279960291179,-0.34394360364423754,-0.5334130016358914
200103,3,95.0,-0.6849138302904162,-0.2686614476072995,-0.4866683936731152
200103,4,96.0,-0.46780741779302065,-0.11811332607349456,0.6274201039461711
200103,5,95.0,-0.25854839653649964,0.0525996074483248,-0.37130167699315286
200103,6,96.0,-0.04166430673586954,0.11782605282209063,0.47384797536511924
200103,7,95.0,0.22747213807170188,0.25074308580474347,1.2120602115456383
200103,8,96.0,0.5361295808703749,0.12694663567167944,0.40079584952040487
200103,9,95.0,0.9970634002152134,0.11461675490922581,0.5577791516079112
200103,10,96.0,2.0491461339062,0.042169243240449315,-78.46880413355841
200103,high_low,,,0.23342888735307182,-78.04258470312303
200104,1,97.0,-1.5712660666011191,-0.2746080458351753,-3.032758769591472
200104,2,97.0,-0.9339215303631696,-0.09202765561979666,-1.7523907225146849
200104,3,97.0,-0.6635261407075441,-0.23778691586361794,-1.6283021794514956
200104,4,96.0,-0.4117142239225495,0.03879712314857397,-3.132796799916416
200104,5,97.0,-0.17065251766964665,0.015213221418230862,-5.987258682868174
200104,6,97.0,0.03026563806730821,0.03521553860628008,-133.54617583796207
200104,7,96.0,0.25822814454848014,-0.05366457340752743,0.7148321866495433
200104,8,97.0,0.5279110081645038,0.07123686624618714,0.07685346427741083
200104,9,97.0,0.9694063842092012,0.09361818004095876,1.127826406248399
200104,10,97.0,1.9202074641693585,0.17725794604095108,-0.17633050701142447
200104,high_low,,,0.45186599187612636,2.8564282625800477
200105,1,97.0,-1.742404796443775,-0.05892439741220918,3.692844771040338
200105,2,97.0,-1.0359459367597124,-0.041617424589996115,-24.351492065879757
200105,3,97.0,-0.6178277294127589,-0.09521902783646352,-2.814442696128057
200105,4,97.0,-0.329579174636442,-0.11286056250296979,3.8094930206862436
200105,5,97.0,-0.09610939004652953,0.11037861041576495,17.378523232896214
200105,6,96.0,0.10289718750157588,-0.15000087228688072,-2.532069332007547
200105,7,97.0,0.35114239444335604,0.08677446064869046,1.742611168800783
200105,8,97.0,0.6031497440435596,0.05145147375715758,8.218898446176532
200105,9,97.0,0.9856103083541992,0.07114721008232473,-8.96891530610077
200105,10,97.0,1.8144493029246684,0.1368676140864273,-2.8955490848465666
200105,high_low,,,0.19579201149863648,-6.588393855886904
200106,1,99.0,-1.6811580082773472,0.010307523080011687,2.1173459386772024
200106,2,98.0,-0.9747050187093872,-0.0786870272459598,0.1277089593486734
200106,3,98.0,-0.620025299667712,-0.025042058718799755,0.5677059180655517
200106,4,98.0,-0.3532969102609027,0.20271128977119734,142.8020513180289
200106,5,98.0,-0.14819192210432897,-0.1641013709933671,6.145651946365492
200106,6,98.0,0.06010301941733891,0.022804577132480436,-2.1020935212045413
200106,7,98.0,0.2935686691043981,0.1377573419614142,3.3584664499668007
200106,8,98.0,0.5712599783426955,-0.1292414487501495,-1.773596266524826
200106,9,98.0,0.9526759466310594,-0.1836851350556501,-1.923841017971604
200106,10,98.0,1.9169242190780365,-0.11654852992975145,0.2293546605603798
200106,high_low,,,-0.12685605300976313,-1.8879912781168227
200107,1,101.0,-1.5373037863217163,0.11040643697863103,-1.0594485061868648
200107,2,100.0,-0.9115588924028166,-0.21952980271966208,0.39006609325712543
200107,3,100.0,-0.6198279050980015,-0.22648622457171175,4.780014981606871
200107,4,100.0,-0.400694213430793,0.041377514304962074,-2.2599161548704916
200107,5,100.0,-0.20410970746522622,0.0026408431683161903,0.6253766647029851
200107,6,100.0,0.02028087514970175,0.13272743329075354,-4.697609389514977
200107,7,100.0,0.2324473711988958,0.14703204430280808,1.2757321868979672
200107,8,100.0,0.534067995124278,-0.04295591396333404,-3.0048671774471516
200107,9,100.0,0.9712175645832315,-0.005844247918859355,-1.3152412302743715
200107,10,101.0,2.01549693274082,0.15430414854857524,0.405427387514602
200107,high_low,,,0.04389771156994421,1.4648758937014668
200108,1,102.0,-1.4829168006196656,-0.20857883008126218,-0.7886706348273083
200108,2,101.0,-0.9193992684753413,-0.19469227385585833,-0.812708760193561
200108,3,101.0,-0.6209712780718195,-0.22842391688508848,-3.6130174541309814
200108,4,101.0,-0.4274579401636568,-0.07279324486134983,0.35453653387279693
200108,5,102.0,-0.23729017666358757,-0.07675466402825454,-0.2657157209529985
200108,6,101.0,-0.03552470316453208,0.04941858933087018,-6.2045618730161225
200108,7,101.0,0.2006947781015166,0.08389581589659899,5.721207051992908
200108,8,101.0,0.49602258033291025,0.3123216124740525,0.5470484982021694
200108,9,101.0,0.9132539227987928,0.2727709141243265,0.4015340960393968
200108,10,102.0,2.1097322005465386,0.1578181854478457,-0.9633579722627649
200108,high_low,,,0.36639701552910786,-0.1746873374354566
200109,1,103.0,-1.4880453234887203,0.379999399936664,0.10395637903635935
200109,2,103.0,-0.9151426281617766,0.13794382376985878,0.2830255321244616
200109,3,102.0,-0.6659218994441876,0.029093791494284985,0.4806097303701202
200109,4,103.0,-0.4343087506229245,-0.06128280017254861,1.9379728566903196
200109,5,102.0,-0.2304954801764821,0.06735797828715129,0.6116802699681609
200109,6,103.0,-0.02735138564354673,-0.13363194737388023,-4.358426856634976
200109,7,102.0,0.22239524424506127,0.08839402903970317,-0.4867600009055598
200109,8,103.0,0.5202594985359578,-0.27697691155745113,-0.760411373416388
200109,9,102.0,0.964512791577344,-0.11289921970786482,-0.21811902059903843
200109,10,103.0,2.0569182308123013,-0.18588650620019592,-8.205571939241539
200109,high_low,,,-0.56588590613686,-8.309528318277899
200110,1,105.0,-1.5045437184929888,0.10497748195499282,0.6372799817412331
200110,2,104.0,-0.9844056555698066,0.0742250272726761,0.6531510709132564
200110,3,104.0,-0.7090685404316427,0.046135572097382824,1.0663778412596878
200110,4,104.0,-0.441181540100704,-0.16401500275539221,6.231278257701301
200110,5,104.0,-0.23020356503038814,-0.011198368599387092,-2.1025584835037296
200110,6,104.0,0.022364463885731694,0.025384986725125885,-0.258814626115796
200110,7,104.0,0.2577241972708812,-0.2485872025199469,0.1001502844533717
200110,8,104.0,0.5884092339277656,0.03376426496638,-0.6957024427132462
200110,9,104.0,0.9946693604243807,0.04352587358820072,-0.21612781548377816
200110,10,105.0,2.00145774463464,0.11745449570976178,6.427629226190556
200110,high_low,,,0.012477013754768965,5.790349244449322
200111,1,105.0,-1.5225733376467336,0.009210947898596321,-1.1637591082846466
200111,2,104.0,-0.9859763718822638,0.22867812940097237,-0.8433244849361932
200111,3,104.0,-0.7184355968219792,0.2727163994419215,5.288894127888434
200111,4,105.0,-0.4773690767325936,-0.03234219335106966,-6.4370642562777975
200111,5,104.0,-0.22967544471463047,-0.04013257982079067,0.9220237351552746
200111,6,104.0,0.018574691756953903,0.05930924048062804,0.8464608930850144
200111,7,105.0,0.3074589046598138,0.029672367354786282,2.144392928946162
200111,8,104.0,0.6148869496651455,0.017509819965843523,1.0334236634735903
200111,9,104.0,1.0155483863624755,-0.13968789602810397,22.47803916569077
200111,10,105.0,1.9679967320939808,-0.2997735944166786,742.393808684265
200111,high_low,,,-0.30898454231527495,743.5575677925497
200112,1,106.0,-1.5775474530406308,-0.3547509532738306,0.4631136515699228
200112,2,105.0,-0.9471597074372754,-0.22172604424359896,-6.665140466323049
200112,3,105.0,-0.6427679738887172,-0.1992738526813547,11.441880692171233
200112,4,105.0,-0.423247512341022,-0.11044552900591297,-0.43594247310034884
200112,5,105.0,-0.20134719450770136,-0.013119131057716036,-1.0366921971581913
200112,6,105.0,0.024242122635890803,0.07525112127555993,-1.8545705511376884
200112,7,105.0,0.25282942322076,0.11070325124147268,-0.3439698461957346
200112,8,105.0,0.5684012827432005,0.03374571432269567,-0.6427216257448102
200112,9,105.0,0.9951477840881332,0.2773902054748361,1.5681286133087202
200112,10,105.0,1.9664734899848926,0.3473071131505553,1.4497930725907133
200112,high_low,,,0.7020580664243858,0.9866794210207905
200201,1,106.0,-1.5098235738787187,-0.23180623541964684,-0.5112464340864425
200201,2,106.0,-0.9192208778010478,-0.07007123719289565,-1.3227356864908881
200201,3,106.0,-0.6685706917261951,-0.13434088191592816,-1.0040844724290379
200201,4,106.0,-0.45223118371811283,-0.16621714893420267,-1.3350808116683939
200201,5,106.0,-0.26680385850510074,-0.10982851274985601,-0.48127964190289013
200201,6,106.0,-0.036118619304226475,0.12623817079891148,-1.3782309111503124
200201,7,106.0,0.23431364599738894,-0.05533476666005006,-6.637300268205608
200201,8,106.0,0.5632879310918206,0.16406636008557438,2.193237204037877
200201,9,106.0,1.035507185491587,0.14095991287623622,0.6408907664086005
200201,10,106.0,2.014501099092321,0.2779891746358158,1.1009895557139278
200201,high_low,,,0.5097954100554627,1.6122359898003702
200202,1,107.0,-1.5101715175235866,0.3084143696173106,0.7802903800487918
200202,2,106.0,-0.9009450761621625,0.19041368739146555,0.6500309447565769
200202,3,106.0,-0.6201272087741876,0.1823861402179047,0.3972757986408659
200202,4,106.0,-0.44054162885923154,0.16845017300674195,0.6648065096098106
200202,5,107.0,-0.24635562743390102,-0.007446737071450172,1.5461804334144689
200202,6,106.0,-0.03114637599391071,-0.015022535959885543,0.9251374033404992
200202,7,106.0,0.21166300605691307,-0.037147318562297416,-14.654230017358564
200202,8,106.0,0.540709235916645,-0.16630416074364426,-2.6549642292393534
200202,9,106.0,0.9857688221400199,-0.18528961421683235,-2.496519072052843
200202,10,107.0,2.008766751701851,-0.39224567478370626,-1.031726452692346
200202,high_low,,,-0.7006600444010169,-1.8120168327411377
200203,1,107.0,-1.667155812296784,0.2908089996077497,0.8819694648593901
200203,2,107.0,-0.9513999250573026,0.3483416099252823,1.256559726993577
200203,3,107.0,-0.6195029554745232,0.22775712565889536,0.5636958724689025
200203,4,107.0,-0.39235608124631427,-0.06323719283380654,1.1188678292139502
200203,5,107.0,-0.1953657971117417,0.12718149049745273,1.3992680295775919
200203,6,106.0,0.04142080527451067,-0.12383538828609189,0.9107750157799653
200203,7,107.0,0.2747037264989481,-0.12254314287509938,-7.870965915629162
200203,8,107.0,0.6004985027903768,-0.20595803708343866,-1.0527441070153616
200203,9,107.0,1.0121846314067577,-0.18886746037026492,-0.6029697081201946
200203,10,107.0,1.8324172279270847,-0.27124516135186727,-0.616690672518003
200203,high_low,,,-0.562054160959617,-1.4986601373773931
200204,1,108.0,-1.689181507631281,0.21611935207715116,0.602278905812828
200204,2,107.0,-1.0064174780496575,0.1586965238293052,0.9677928209415924
200204,3,107.0,-0.6753372281484268,0.1485687829328088,0.2756403391345342
200204,4,107.0,-0.4151176087965243,0.09573495769094051,1.6443687343704878
200204,5,107.0,-0.15622719575781913,0.06589433571170428,2.1982034202544933
200204,6,107.0,0.08471938233900612,0.07994289497140121,8.295544835563273
200204,7,107.0,0.3462844676116976,-0.13326785219491552,-1.0591053642210433
200204,8,107.0,0.6388759399543039,0.00516031438666962,-0.6061510872869852
200204,9,107.0,1.0735706397733118,-0.15942006326581898,-0.9065501028172555
200204,10,108.0,1.7991352302893036,-0.41045782225330174,-0.552417228348986
200204,high_low,,,-0.6265771743304529,-1.154696134161814
200205,1,106.0,-1.544329176661839,-0.05940433153816681,0.2244118520044904
200205,2,105.0,-0.9733409652445273,0.16675103955758253,0.20678683466832987
200205,3,105.0,-0.6660865993302948,-0.03351002171828828,0.04666941187577493
200205,4,105.0,-0.4118890885320034,0.15010779481644176,-0.3561930996707704
200205,5,106.0,-0.18872587136201607,-0.11458560790098685,2.006617988058557
200205,6,105.0,0.05880753754520177,-0.02542956499612504,0.32582010578008336
200205,7,105.0,0.32616431383383954,-0.02343741737618187,0.08629315584573698
200205,8,105.0,0.6532382285010409,-0.12899165156550732,0.3292081640633607
200205,9,105.0,1.0410304688078986,0.049382652056181586,1.9803667606996582
200205,10,106.0,1.8924507519289617,0.08297395086714061,-0.005141690020833129
200205,high_low,,,0.14237828240530742,-0.22955354202532352
200206,1,106.0,-1.632582316762381,-0.01330870913532884,-2.2823832107429753
200206,2,105.0,-0.9780725557529205,0.0023853919306367883,-3.8167574205888792
200206,3,106.0,-0.6648481581414373,0.07753492786047081,-0.9131941998957088
200206,4,105.0,-0.39787370401922817,0.040545873811327744,-0.8544608488463299
200206,5,106.0,-0.1578415948917416,0.055444929960013434,-2.2584078665316447
200206,6,105.0,0.062286131427611253,0.02750787248018963,-1.751037987924776
200206,7,105.0,0.26442561938982073,0.04856572813518517,2.003461711474072
200206,8,106.0,0.5673899474920308,-0.06417061263767448,0.08931851998726878
200206,9,105.0,0.9934111041690655,0.034444109113278665,0.31123934355866645
200206,10,106.0,1.945732503924513,-0.2745105643135238,-0.3291327929317003
200206,high_low,,,-0.26120185517819494,1.953250417811275
200207,1,107.0,-1.603303577775026,-0.09352192286083424,1.3690030909097888
200207,2,106.0,-0.9472272005956942,-0.14643449070894204,1.4222961438845187
200207,3,107.0,-0.6524890150183894,0.017496418783420793,0.3741949968184731
200207,4,106.0,-0.41890907126736765,-0.1460841014517959,2.7899703791141253
200207,5,107.0,-0.1972277908447609,0.07739968780801128,3.569551298319961
200207,6,106.0,0.020783228130725747,-0.06235864708636964,1.33477353053013
200207,7,106.0,0.2619318018270097,0.09211055868575188,-8.718967427718555
200207,8,107.0,0.5702395954560731,0.04396626478305188,-1.6832370556125418
200207,9,106.0,1.0047414516634514,0.00950477611453036,0.6991550569885662
200207,10,107.0,1.9607252532815311,0.27050718358915826,0.47172422351869153
200207,high_low,,,0.36402910644999253,-0.8972788673910972
200208,1,108.0,-1.5840818625996584,0.05504213938329792,4.57432327750765
200208,2,107.0,-0.9440909861308473,0.13490684343990597,1.7417170851855759
200208,3,107.0,-0.6513073842824866,0.08699702386372536,4.5430651002687545
200208,4,107.0,-0.42494432846277,0.004499781622465639,-1.7584361068093606
200208,5,107.0,-0.2082791893127382,0.13964694122064092,0.25857708950475783
200208,6,107.0,0.037475030144106844,0.03835509605583188,-0.7622868200201645
200208,7,107.0,0.27528890630556296,-0.08005513587069861,0.550513457327539
200208,8,107.0,0.5438100068785682,-0.17165703966730825,-5.58717247303655
200208,9,107.0,0.980162753523644,0.01599670404892431,-0.5523679881495186
200208,10,107.0,1.9907715573254003,-0.18514065196275256,-0.6584772115071962
200208,high_low,,,-0.24018279134605047,-5.2328004890148465
200209,1,108.0,-1.616255380557497,-0.10071009486689396,0.13634932693112967
200209,2,107.0,-0.9691144967203684,0.20579101281900408,0.25039153363150773
200209,3,108.0,-0.7067984117414193,0.26273945776846575,-1.016822890623014
200209,4,107.0,-0.4242953529986629,0.010330757781452425,-2.3442793483464617
200209,5,108.0,-0.20532992743225756,0.0893655068508442,-0.8884423199216079
200209,6,107.0,0.04762242807468181,0.10383392660807893,0.9881648649646374
200209,7,107.0,0.2987988753063879,0.035934793668611006,18.017574309698535
200209,8,108.0,0.6152128642529924,-0.13910109246641558,22.409743804265236
200209,9,107.0,1.0659422921133979,-0.25931481053510413,-0.6197918923270624
200209,10,108.0,1.88575476182011,-0.27467262921356395,-1.5470303791739215
200209,high_low,,,-0.17396253434666997,-1.6833797061050513
200210,1,108.0,-1.5953979754992942,-0.03965018860193755,0.7469084773371863
200210,2,108.0,-1.0101676087330504,-0.0432988101675757,-3.843879850821345
200210,3,108.0,-0.684235248493271,-0.2167848314735919,-28.334972326300726
200210,4,107.0,-0.42712377253803874,-0.1747016243557905,-0.7837094454123605
200210,5,108.0,-0.17896675433543632,-0.06489882160861388,2.28819204670101
200210,6,108.0,0.07679992404411548,0.09278565939659486,-0.32489703679677223
200210,7,107.0,0.33588771603609135,0.2410831348766725,5.16988759130453
200210,8,108.0,0.6077530160517935,0.1381296563919357,0.3289844861306239
200210,9,108.0,0.9665328064539862,0.13248479813321729,1.6833384260204822
200210,10,108.0,1.9157567370389474,0.21379276721859794,3.4867069379127527
200210,high_low,,,0.2534429558205355,2.7397984605755665
200211,1,109.0,-1.6239261143364487,-0.26454789230826486,77.72053146937036
200211,2,108.0,-0.978347300960115,-0.1279895407189637,-5.045784699121209
200211,3,108.0,-0.6610724969577721,-0.2455545691268101,-2.1091793118656263
200211,4,108.0,-0.40913701496420984,0.07937267032971411,-10.176371320057438
200211,5,109.0,-0.17323470259401333,0.039896465565443594,-1.3216146455932192
200211,6,108.0,0.051843392326246435,0.04400233102773861,2.349725476290481
200211,7,108.0,0.30682126458930864,-0.06679896174996633,-7.748609140256523
200211,8,108.0,0.5805695245899726,0.059061245888302194,6.550209889615085
200211,9,108.0,0.9707385474539256,0.03453393216216479,3.9514825191171976
